1,4.372549,0.627451,0.0,0.0
1,9.098571,5.234762,5.333333,2.0
1,10.461403,2.8719296,3.2280703,0.10526316
1,3.4166665,4.25,1.6666666,0.0
1,6.0119047,1.9047619,3.6666665,0.25
1,3.2263815,5.4099817,0.36363637,1.2727273
1,5.265406,4.734594,2.0,2.0
1,3.1555557,4.4444447,1.9333334,0.6666667
1,3.4455416,6.5544577,0.0,0.0
1,6.564394,3.7689395,5.666667,0.6666667
1,1.388345,3.611655,0.0,0.0
1,4.401111,12.598888,0.0,6.0
1,5.271421,8.635556,1.9069767,4.0
1,0.5714286,1.4285715,0.0,0.0
1,5.165433,6.8345675,0.0,2.0
1,6.155377,3.8446229,0.0,0.0
1,3.3612938,3.6387064,0.0,0.0
1,4.705882,1.2941177,2.0,0.0
1,2.5294118,2.4705882,0.0,0.0
1,0.3,0.7,0.0,0.0
1,0.97,0.28,0.25,0.0
1,1.7223252,1.2776747,0.0,0.0
1,4.8386126,4.161388,0.0,0.0
1,2.125731,0.874269,0.0,0.0
1,2.031111,3.4133334,0.44444445,2.0
1,4.69716,1.3028405,2.0,0.0
1,3.4199998,3.5800002,0.0,2.0
1,2.3139007,0.88609934,0.2,0.0
1,6.173746,5.9943695,3.5014493,2.6666667
1,2.5866666,3.4133334,2.0,2.0
1,5.8033333,4.1966667,2.75,2.25
1,5.7828574,3.4571428,2.24,0.0
1,1.3485714,3.8419049,0.0,2.1904762
1,1.9343433,3.3156567,0.0,0.25
1,2.625,0.875,1.5,0.0
1,5.0,2.0,4.0,0.0
1,5.7083116,9.791688,0.5,4.0
1,6.2879553,1.962045,2.75,0.5
1,2.3227777,3.6772223,0.0,2.0
1,1.5714285,0.42857143,0.0,0.0
1,3.6781602,4.56184,0.24,0.0
1,6.642857,0.85714287,2.5,0.0
1,4.455714,3.544286,0.0,2.0
1,5.75,1.25,2.0,0.0
1,1.9289215,1.0710784,0.0,0.0
1,5.7552395,4.0528836,4.543573,2.2645502
1,0.6298246,2.3701754,0.0,0.0
1,1.6442424,3.1739395,0.0,1.8181819
1,5.3644443,4.6355553,2.25,2.75
1,8.016791,3.4832084,1.0,0.5
1,0.15384616,1.5384616,0.15384616,1.5384616
1,6.1449656,7.0444283,1.939394,2.25
1,1.6666667,2.5833333,0.0,0.25
1,3.8766174,5.2344933,0.7777778,1.3333334
1,5.5367136,4.463287,2.0,2.0
1,5.94697,3.0530305,0.0,0.0
1,4.358054,4.0454545,1.0701754,1.3333334
1,2.3493762,1.900624,0.0,0.25
1,4.7156863,3.1666667,2.5490196,1.3333334
1,2.7403846,1.2596154,0.0,0.0
1,4.313939,2.6860607,2.0,2.0
1,6.9184494,2.0227273,1.9411764,0.0
2,3.076871,0.92312926,0.0,0.0
2,4.383288,4.533379,0.9166667,0.0
2,2.3205128,8.179487,0.0,1.5
2,1.1768707,0.82312924,0.0,0.0
2,3.0794077,7.9205923,0.0,0.0
2,1.2635374,2.7364626,0.0,0.0
2,2.7435374,3.2564626,0.0,0.0
2,3.9705772,6.0294228,0.0,0.0
2,3.2958655,2.6111112,1.9069767,0.0
2,1.4688889,5.5311112,0.0,0.0
2,1.210961,3.5390391,0.25,1.5
2,0.67687076,2.3231292,0.0,0.0
2,1.1666667,2.8333333,0.0,0.0
2,4.2666664,5.4,2.3333333,1.3333334
2,4.159666,6.7815094,1.9411764,0.0
2,0.62545455,1.6245455,0.0,0.25
2,0.5833334,3.4166667,0.0,0.0
2,7.854799,2.1452012,0.0,0.0
2,4.1011133,2.898887,2.0,0.0
2,1.0535715,2.9464285,0.0,2.0
2,4.581416,2.6685836,2.25,0.0
2,4.5677795,7.68222,2.25,2.0
2,3.3435376,3.9897957,1.3333334,2.0
2,0.5294118,4.470588,0.0,2.0
2,2.510204,3.489796,0.0,0.0
2,1.7103509,6.9563155,0.0,2.6666667
2,0.9041435,1.5958564,0.0,0.5
2,4.4073906,5.59261,0.0,2.0
2,1.5984393,2.4015605,0.0,0.0
2,1.8435374,3.6564627,0.0,2.5
2,1.7954545,4.4545455,0.0,0.25
2,5.48569,4.7037034,4.439394,0.75
2,1.8208101,4.984745,0.5,2.3055556
2,2.013468,0.9259259,1.939394,0.0
2,0.0,1.0,0.0,0.0
2,0.17687075,1.3231292,0.0,0.5
2,0.8666667,1.9333334,0.6666667,0.13333334
2,0.0,0.0,0.0,0.0
2,1.0,0.0,0.0,0.0
2,1.8911564,2.1088436,0.0,0.0
2,0.50793654,1.4920635,0.0,0.0
2,3.375,1.625,2.0,0.0
2,2.2787879,2.9712121,0.0,0.25
2,2.4085712,4.7819047,0.0,2.1904762
2,2.0803509,4.2263155,0.44,0.8666667
2,1.4804423,3.0195577,0.0,0.5
2,0.8544601,4.14554,0.0,0.0
2,5.164502,4.335498,0.75,2.75
2,0.75,3.340909,0.0,1.0909091
2,1.6964285,3.8035715,0.5,2.0
2,3.1960785,3.137255,2.0,1.3333334
2,3.561628,5.688372,0.4,1.85
2,2.3544602,3.64554,0.0,0.0
2,5.25431,5.0790234,0.0,1.3333334
2,1.4265321,2.5734677,0.0,0.0
2,4.65446,3.59554,0.75,2.5
2,1.9041435,3.651412,0.0,1.5555556
2,4.910135,4.0292597,3.939394,0.0
2,4.3190928,8.680907,0.0,0.0
